# id	name	description	rgb
22027	Forgotten Crewman		A9E89C
22028	Vagabond of the Ruins		A9E89C
22029	Ragna Orc		A9E89C
22030	Ragna Orc Shaman		A9E89C
22031	Ragna Orc Archer		A9E89C
22032	Ragna Orc Warrior		A9E89C
22033	Ragna Orc Mage		A9E89C
22034	Ragna Orc Mage		A9E89C
22035	Ragna Orc Mage		A9E89C
22036	Ragna Orc Mage		A9E89C
22037	Ragna Orc Healer		A9E89C
22038	Ragna Orc Hero		A9E89C
22039	Ragna Orc Commander		A9E89C
22040	Ragna Orc Sniper		A9E89C
22041	Ragna Orc Sorcerer		A9E89C
22042	Ragna Orc Sorcerer		A9E89C
22043	Ragna Orc Sorcerer		A9E89C
22044	Ragna Orc Sorcerer		A9E89C
22045	Dark Corpse		A9E89C
22046	Varangka's Dre Vanul		A9E89C
22047	Guardian of the Ghost Town		A9E89C
22048	Dark Spider		A9E89C
22049	Varangka's Succubus		A9E89C
22050	Probe Golem Prodigy IV		A9E89C
22051	Spelunking Spider		A9E89C
22052	Menacing Jackhammer Golem		A9E89C
22053	Horrifying Cannon Golem I		A9E89C
22054	Horrifying Cannon Golem IV		A9E89C
22055	Cruel Vice Golem		A9E89C
22056	Probe Golem Champion I		A9E89C
22057	Spelunking Ant		A9E89C
22058	Horrifying Excavator Golem III		A9E89C
22059	Bloodthirsty Ginzu Golem VII		A9E89C
22060	Horrifying Cannon Golem		A9E89C
22061	Horrifying Cannon Golem III		A9E89C
22062	Horrifying Jackhammer Golem		A9E89C
22063	Ginzu Golem Prodigy X		A9E89C
22064	Bloodthirsty Ginzu Golem II		A9E89C
22065	Horrifying Ginzu Golem V		A9E89C
22066	Horrifying Cannon Golem VI		A9E89C
22067	Horrifying Cannon Golem VI		A9E89C
22068	Horrifying Cannon Golem VI		A9E89C
22069	Horrifying Cannon Golem VI		A9E89C
22070	Horrifying Cannon Golem VI		A9E89C
22071	Horrifying Cannon Golem VI		A9E89C
22072	Horrifying Cannon Golem VI		A9E89C
22073	Horrifying Cannon Golem VI		A9E89C
22074	Epic Cannon Golem		A9E89C
22075	Epic Cannon Golem Adjunct		A9E89C
22076	Deadly Ginzu Golem V		A9E89C
22077	Horrifying Ginzu Golem VIII		A9E89C
22078	Deadly Ginzu Golem VIII		A9E89C
22079	Lost Bandersnatch		A9E89C
22080	Massive Maze Bandersnatch		A9E89C
22081	Lost Watcher		A9E89C
22082	Elder Lost Watcher		A9E89C
22083	Baby Panthera		A9E89C
22084	Panthera		A9E89C
22085	Lost Gargoyle		A9E89C
22086	Lost Gargoyle Youngling		A9E89C
22087	Pronghorn Spirit		A9E89C
22088	Pronghorn		A9E89C
22089	Ice Tarantula		A9E89C
22090	Frost Tarantula		A9E89C
22091	Lost Iron Golem		A9E89C
22092	Frost Iron Golem		A9E89C
22093	Lost Buffalo		A9E89C
22094	Frost Buffalo		A9E89C
22095	Ursus Cub		A9E89C
22096	Ursus		A9E89C
22097	Lost Yeti		A9E89C
22098	Frost Yeti		A9E89C
22099	Freya's Buffalo		A9E89C
22100	Freya's Gardener		A9E89C
22101	Freya's Servant		A9E89C
22102	Freya's Servant		A9E89C
22103	Freya's White Bear		A9E89C
22104	Freya's Dog		A9E89C
22105	Spiked Stakato		A9E89C
22106	Spiked Stakato Worker		A9E89C
22107	Spiked Stakato Guard		A9E89C
22108	Female Spiked Stakato		A9E89C
22109	Male Spiked Stakato		A9E89C
22110	Male Spiked Stakato		A9E89C
22111	Spiked Stakato Sorcerer		A9E89C
22112	"Cannibalistic Stakato Follower"		A9E89C
22113	Cannibalistic Stakato Leader		A9E89C
22114	"Cannibalistic Stakato Leader"		A9E89C
22115	Spiked Stakato Soldier		A9E89C
22116	Spiked Stakato Drone		A9E89C
22117	Spiked Stakato Captain		A9E89C
22118	Spiked Stakato Nurse		A9E89C
22119	Spiked Stakato Nurse		A9E89C
22120	Spiked Stakato Baby		A9E89C
22121	Spiked Stakato Shaman		A9E89C
22122	Monastic Pilgrim		A9E89C
22123	Monastic Crusader		A9E89C
22124	Solina Brother		A9E89C
22125	Solina Lay Brother		A9E89C
22126	Silent Seeker		A9E89C
22127	Silent Brother		A9E89C
22128	Monastery Guardian		A9E89C
22129	Warrior Monk		A9E89C
22130	Divine Advocate		A9E89C
22131	Pilgrim of Light		A9E89C
22132	Judge of Light		A9E89C
22133	Guardian of the Grail		A9E89C
22134	Guardian of the Holy Land		A9E89C
22135	Beholder of Light		A9E89C
22136	Gatekeeper Zombie		A9E89C
22137	Penance Guard	"Level 80"	A9E89C
22138	Chapel Guard	"Level 80"	A9E89C
22139	Old Aristocrat's Soldier	"Level 80"	A9E89C
22140	Zombie Worker	"Level 80"	A9E89C
22141	Forgotten Victim	"Level 80"	A9E89C
22142	Triol's Layperson	"Level 80"	A9E89C
22143	Triol's Believer	"Level 80"	A9E89C
22144	Resurrected Temple Knight	"Level 80"	A9E89C
22145	Ritual Sacrifice	"Level 81"	A9E89C
22146	Triol's Priest	"Level 84"	A9E89C
22147	Ritual Offering	"Level 80"	A9E89C
22148	Triol's Believer	"Level 82"	A9E89C
22149	Ritual Offering	"Level 80"	A9E89C
22150	Triol's Believer	"Level 83"	A9E89C
22151	Triol's Priest	"Level 85"	A9E89C
22152	Temple Guard	"Level 84"	A9E89C
22153	Temple Guard Captain	"Level 84"	A9E89C
22154	Ritual Sacrifice	"Level 85"	A9E89C
22155	Triol's High Priest	"Level 85"	A9E89C
22156	Triol's Priest	"Level 86"	A9E89C
22157	Triol's Priest	"Level 85"	A9E89C
22158	Triol's Believer	"Level 85"	A9E89C
22159	Triol's High Priest	"Level 86"	A9E89C
22160	Triol's Priest	"Level 86"	A9E89C
22161	Ritual Sacrifice	"Level 85"	A9E89C
22162	Triol's Believer	"Level 85"	A9E89C
22163	Triol's High Priest	"Level 86"	A9E89C
22164	Triol's Believer	"Level 86"	A9E89C
22165	Triol's Priest	"Level 85"	A9E89C
22166	Triol's Believer	"Level 85"	A9E89C
22167	Triol's High Priest	"Level 87"	A9E89C
22168	Triol's Priest	"Level 87"	A9E89C
22169	Ritual Sacrifice	"Level 86"	A9E89C
22170	Triol's Believer	"Level 86"	A9E89C
22171	Triol's High Priest	"Level 87"	A9E89C
22172	Ritual Sacrifice	"Level 86"	A9E89C
22173	Triol's Priest	"Level 86"	A9E89C
22174	Triol's Priest	"Level 85"	A9E89C
22175	Andreas' Captain of the Royal Guard	"Level 85"	A9E89C
22176	Andreas' Royal Guards	"Level 85"	A9E89C
22188	Andreas' Captain of the Royal Guard	"Level 87"	A9E89C
22189	Andreas' Royal Guards	"Level 86"	A9E89C
22190	Ritual Sacrifice	"Level 86"	A9E89C
22191	Andreas' Captain of the Royal Guard	"Level 87"	A9E89C
22192	Andreas' Royal Guards	"Level 86"	A9E89C
22193	Andreas' Royal Guards	"Level 86"	A9E89C
22194	Penance Guard	"Level 80"	A9E89C
22195	Ritual Sacrifice	"Level 99"	A9E89C
22196	Velociraptor	"Level 86*"	FF5555
22197	Velociraptor	"Level 86*"	FF5555
22198	Velociraptor	"Level 86*"	FF5555
22199	Pterosaur	"Level 87*"	FF5555
22200	Ornithomimus	"Level 84*"	FF5555
22201	Ornithomimus	"Level 84*"	FF5555
22202	Ornithomimus	"Level 84*"	FF5555
22203	Deinonychus	"Level 83*"	FF5555
22204	Deinonychus	"Level 83*"	FF5555
22205	Deinonychus	"Level 83*"	FF5555
22208	Pachycephalosaurus	"Level 85*"	FF5555
22209	Pachycephalosaurus	"Level 85*"	FF5555
22210	Pachycephalosaurus	"Level 85*"	FF5555
22211	Wild Strider	"Level 85*"	FF5555
22212	Wild Strider	"Level 85*"	FF5555
22213	Wild Strider	"Level 85*"	FF5555
22214	Elroki	"Level 85*"	FF5555
22215	Tyrannosaurus	"Level 87*"	FF5555
22216	Tyrannosaurus	"Level 87*"	FF5555
22217	Tyrannosaurus	"Level 87*"	FF5555
22218	Velociraptor	"Level 86*"	FF5555
22219	Ornithomimus	"Level 84*"	FF5555
22220	Deinonychus	"Level 83*"	FF5555
22221	Pachycephalosaurus	"Level 84*"	FF5555
22222	Wild Strider	"Level 85*"	FF5555
22223	Velociraptor	"Level 86*"	FF5555
22224	Ornithomimus	"Level 84*"	FF5555
22225	Deinonychus	"Level 83*"	FF5555
22226	Pachycephalosaurus	"Level 85*"	FF5555
22227	Wild Strider	"Level 85*"	FF5555
22228	Grey Elpy	"Level 1"	A9E89C
22229	Young Grey Keltir	"Level 1"	A9E89C
22230	Grey Keltir	"Level 2"	A9E89C
22231	Dominant Grey Keltir	"Level 3"	A9E89C
22232	Black Wolf	"Level 4"	A9E89C
22233	Dominant Black Wolf	"Level 5"	A9E89C
22234	Green Goblin	"Level 6"	A9E89C
22235	Mountain Werewolf	"Level 7"	A9E89C
22236	Muertos Archer	"Level 8"	A9E89C
22237	Mountain Fungus	"Level 9"	A9E89C
22238	Mountain Werewolf Chief	"Level 10*"	FF5555
22239	Muertos Guard	"Level 11"	A9E89C
22240	Muertos Scout	"Level 12"	A9E89C
22241	Colossus	"Level 13"	A9E89C
22242	Muertos Warrior	"Level 14*"	FF5555
22243	Muertos Captain	"Level 15"	A9E89C
22244	Crimson Spider	"Level 16"	A9E89C
22245	Muertos Lieutenant	"Level 17*"	FF5555
22246	Muertos Commander	"Level 18"	A9E89C
22247	Grotto Golem	"Level 19"	A9E89C
22248	Shady Muertos	"Level 20"	A9E89C
22249	Shady Muertos Guard	"Level 21*"	FF5555
22250	Grotto Leopard	"Level 22*"	FF5555
22251	Shady Muertos Captain	"Level 23"	A9E89C
22252	Grotto Grizzly	"Level 24"	A9E89C
22253	Shady Muertos Warrior	"Level 25"	A9E89C
22254	Shady Muertos Archer	"Level 25"	A9E89C
22255	Shady Muertos Commander	"Level 26"	A9E89C
22256	Shady Muertos Wizard	"Level 26"	A9E89C
22257	Island Guardian	"Level 78"	A9E89C
22258	White Sand Mirage	"Level 79"	A9E89C
22259	Muddy Coral	"Level 80"	A9E89C
22260	Kleopora	"Level 80"	A9E89C
22261	Seychelles	"Level 81"	A9E89C
22262	Naiad	"Level 81"	A9E89C
22263	Sonneratia	"Level 82"	A9E89C
22264	Castalia	"Level 82"	A9E89C
22265	Chrysocolla	"Level 83"	A9E89C
22266	Pythia	"Level 83"	A9E89C
22267	Dark Water Dragon	"Level 83"	A9E89C
22268	Shade	"Level 82"	A9E89C
22269	Shade	"Level 82"	A9E89C
22270	Water Dragon Detractor	"Level 82"	A9E89C
22271	Water Dragon Detractor	"Level 82"	A9E89C
22272	Beleth's Minion	"Level 82"	A9E89C
22273	Beleth's Minion	"Level 82"	A9E89C
22274	Beleth's Minion	"Level 82"	A9E89C
22275	Gatekeeper Lohan	"Level 81"	A9E89C
22276	Gatekeeper of the Square	"Level 81"	A9E89C
22277	Gatekeeper Provo	"Level 81"	A9E89C
22278	Gatekeeper of Fire	"Level 81"	A9E89C
22279	Chromatic Detainee		A9E89C
22280	Rodo Knight		A9E89C
22281	Plaza Caiman		A9E89C
22282	Chromatic Detainee		A9E89C
22283	Emerald Alligar		A9E89C
22284	Chromatic Detainee		A9E89C
22285	Chromatic Detainee		A9E89C
22286	Plaza Gaviel		A9E89C
22287	Crystalline Unicorn		A9E89C
22288	Emerald Boar		A9E89C
22289	Plaza Helm		A9E89C
22290	Terod's Minion		A9E89C
22291	Weylin's Minion		A9E89C
22292	Tourmaline		A9E89C
22293	Spinel		A9E89C
22294	Fire Opal		A9E89C
22295	Reef Golem		A9E89C
22296	Reef Golem		A9E89C
22297	Reef Golem		A9E89C
22298	Weylin		A9E89C
22299	Dolph		A9E89C
22300	Dolph's Minion		A9E89C
22301	Terod		A9E89C
22302	Darnel's Guardian		A9E89C
22303	Guardian of the Square		A9E89C
22304	Guardian of the Emerald		A9E89C
22305	Kechi's Captain		A9E89C
22306	Kechi's Captain		A9E89C
22307	Kechi's Captain		A9E89C
22308	Kechi's Guard		A9E89C
22309	Kechi's Guard		A9E89C
22310	Kechi's Guard		A9E89C
22311	Parme's Guardian		A9E89C
22312	Fafurion's Henchman		A9E89C
22313	Garden Stakato		A9E89C
22314	Garden Poison Moth		A9E89C
22315	"Garden Guard"		A9E89C
22316	Garden Guardian Tree		A9E89C
22317	Garden Castalia		A9E89C
22320	Junior Watchman		A9E89C
22321	Junior Summoner		A9E89C
22322	Subjugated Native		A9E89C
22323	Charmed Native		A9E89C
22324	Blind Huntsman		A9E89C
22325	Blind Watchman		A9E89C
22326	Hellinark	Naia's Guardian	A9E89C
22327	Arcane Scout		A9E89C
22328	Arcane Guardian		A9E89C
22329	Arcane Watchman		A9E89C
22330	Remnant Wraith		A9E89C
22334	Sand Scorpion		A9E89C
22335	Desert Scorpion		A9E89C
22336	Sand Devil		A9E89C
22337	Desiccator		A9E89C
22339	Wandering Caravan		A9E89C
22340	Sandstorm		A9E89C
22341	Keltas		A9E89C
22342	Darion's Enforcer		A9E89C
22343	Darion's Executioner		A9E89C
22344	Quarry Supervisor		A9E89C
22345	Quarry Bowman		A9E89C
22346	Quarry Foreman		A9E89C
22347	Quarry Patrolman		A9E89C
22349	Chimera of Earth		A9E89C
22350	Chimera of Darkness		A9E89C
22351	Chimera of Wind		A9E89C
22352	Chimera of Fire		A9E89C
22353	Celtus	Chimera	A9E89C
22355	Enceinte Defender		A9E89C
22356	Enceinte Defender		A9E89C
22357	Enceinte Defender		A9E89C
22358	Enceinte Defender		A9E89C
22359	Town Guard		A9E89C
22360	Town Patrolman		A9E89C
22361	Steel Citadel Keymaster		A9E89C
22362	Guzen		A9E89C
22363	Body Destroyer		A9E89C
22364	Soul Dominator		A9E89C
22365	Labyrinth Watchman		A9E89C
22366	Labyrinth Watchman		A9E89C
22367	Labyrinth Mystic		A9E89C
22368	Labyrinth Captain		A9E89C
22369	Labyrinth Seer		A9E89C
22370	Passageway Captain		A9E89C
22371	Passageway Guards		A9E89C
22372	Passageway Mystic		A9E89C
22373	Cosmic Scout		A9E89C
22374	Cosmic Watcher		A9E89C
22375	Cosmic Priest		A9E89C
22376	Cosmic Lord		A9E89C
22377	Master Zelos		A9E89C
22378	Master's Minion		A9E89C
22379	Master's Minion		A9E89C
22380	Master Festina		A9E89C
22381	Master's Guard		A9E89C
22382	Master's Guard		A9E89C
22383	Tully's Toy		A9E89C
22384	Mystic's Toy		A9E89C
22385	Tully's Golem Guard		A9E89C
22386	Foundry Mystic		A9E89C
22387	Foundry Mystic		A9E89C
22388	Foundry Spirit Guard		A9E89C
22389	Foundry Spirit Guard		A9E89C
22390	Foundry Foreman		A9E89C
22391	Foundry Assistant Overseer		A9E89C
22392	Failed Experimental Timetwister Golem		A9E89C
22393	Beleth's Follower		A9E89C
22394	Beleth's Devotee		A9E89C
22395	Beleth's Projection		A9E89C
22396	Foundry Laborer		A9E89C
22397	"Foundry Foreman "		A9E89C
22398	Lesser Evil		A9E89C
22399	Greater Evil		A9E89C
22400	Parme's Healer		A9E89C
22401	Parme's Healer		A9E89C
22402	Shadow Column		A9E89C
22403	"Foundry Foreman "		A9E89C
22404	Arcane Captain		A9E89C
22405	Darion's Faithful Servant		A9E89C
22406	Darion's Faithful Servant		A9E89C
22407	Darion's Faithful Servant		A9E89C
22408	Darion's Faithful Servant		A9E89C
22409	Darion's Faithful Servant		A9E89C
22410	Darion's Faithful Servant		A9E89C
22411	Beleth's Retainer		A9E89C
22412	Beleth's Fighter		A9E89C
22413	Beleth's Low Servant		A9E89C
22414	Beleth's Follower		A9E89C
22415	Beleth's Devotee		A9E89C
22416	Kechi's Captain		A9E89C
22417	Kechi's Guard		A9E89C
22418	Burning Iris		A9E89C
22419	Flame Iris		A9E89C
22420	Brimstone Iris		A9E89C
22422	Failan's Guard		A9E89C
22423	Original Sin Warden		A9E89C
22424	Slave of Greed		A9E89C
22425	Slave of Lust		A9E89C
22426	Slave of Wrath		A9E89C
22427	Slave of Sloth		A9E89C
22428	Slave of Envy		A9E89C
22429	Slave of Pride		A9E89C
22430	Slave of Gluttony		A9E89C
22431	Original Sin Warden		A9E89C
22432	Slave of Greed		A9E89C
22433	Slave of Lust		A9E89C
22434	Slave of Wrath		A9E89C
22435	Slave of Sloth		A9E89C
22436	Slave of Envy		A9E89C
22437	Slave of Pride		A9E89C
22438	Slave of Gluttony		A9E89C
22439	Beleth's Assassin		A9E89C
22440	Beleth's Assassin		A9E89C
22441	Beleth's Minion		A9E89C
22442	Beleth's Minion		A9E89C
22443	Kertang's Messenger		A9E89C
22444	Kertang's Messenger		A9E89C
22445	Kertang's Messenger		A9E89C
22446	Kertang's Messenger		A9E89C
22447	Kertang's Messenger		A9E89C
22448	Leodas	Resistance Commander	A9E89C
22449	Amaskari	Torture Expert	A9E89C
22450	Tortured Native		A9E89C
22451	Native Elite Soldier		A9E89C
22452	White Skull Kanabion		A9E89C
22453	White Skull Kanabion	Doppler	A9E89C
22454	White Skull Kanabion	Void	A9E89C
22455	Begrudged Kanabion		A9E89C
22456	Begrudged Kanabion	Doppler	A9E89C
22457	Begrudged Kanabion	Void	A9E89C
22458	Rotten Kanabion		A9E89C
22459	Rotten Kanabion	Doppler	A9E89C
22460	Rotten Kanabion	Void	A9E89C
22461	Gluttonous Kanabion		A9E89C
22462	Gluttonous Kanabion	Doppler	A9E89C
22463	Gluttonous Kanabion	Void	A9E89C
22464	Callous Kanabion		A9E89C
22465	Callous Kanabion	Doppler	A9E89C
22466	Callous Kanabion	Void	A9E89C
22467	Savage Kanabion		A9E89C
22468	Savage Kanabion	Doppler	A9E89C
22469	Savage Kanabion	Void	A9E89C
22470	Peerless Kanabion		A9E89C
22471	Peerless Kanabion	Doppler	A9E89C
22472	Peerless Kanabion	Void	A9E89C
22473	Massive Kanabion		A9E89C
22474	Massive Kanabion	Doppler	A9E89C
22475	Massive Kanabion	Void	A9E89C
22476	Fervent Kanabion		A9E89C
22477	Fervent Kanabion	Doppler	A9E89C
22478	Fervent Kanabion	Void	A9E89C
22479	Ruptured Kanabion		A9E89C
22480	Ruptured Kanabion	Doppler	A9E89C
22481	Ruptured Kanabion	Void	A9E89C
22482	Sword Kanabion		A9E89C
22483	Sword Kanabion	Doppler	A9E89C
22484	Sword Kanabion	Void	A9E89C
22485	Lost Watcher		A9E89C
22486	Lost Watcher		A9E89C
22487	Lost Beholder		A9E89C
22488	Lost Watcher		A9E89C
22489	Lost Watcher		A9E89C
22490	Lost Beholder		A9E89C
22491	Lost Watcher		A9E89C
22492	Lost Watcher		A9E89C
22493	Lost Beholder		A9E89C
22494	Lost Watcher		A9E89C
22495	Lost Watcher		A9E89C
22496	Lost Beholder		A9E89C
22497	Lost Watcher		A9E89C
22498	Lost Watcher		A9E89C
22499	Lost Beholder		A9E89C
22500	Lost Watcher		A9E89C
22501	Lost Watcher		A9E89C
22502	Lost Beholder		A9E89C
22503	Lost Watcher		A9E89C
22504	Lost Watcher		A9E89C
22505	Lost Beholder		A9E89C
22506	Boom - Child		A9E89C
22507	Boom - Child		A9E89C
22508	Boom - Child		A9E89C
22509	Fanatic of Infinity		A9E89C
22510	Rotten Messenger		A9E89C
22511	Zealot of Infinity		A9E89C
22512	Body Severer		A9E89C
22513	Body Harvester		A9E89C
22514	Soul Exploiter		A9E89C
22515	Soul Devourer		A9E89C
22516	Butcher of Infinity		A9E89C
22517	Disciple of Infinity		A9E89C
22518	Rotten Messenger		A9E89C
22519	Body Harvester		A9E89C
22520	Body Severer		A9E89C
22521	Soul Exploiter		A9E89C
22522	Soul Devourer		A9E89C
22523	Soul Devourer	Food of Ekimus	A9E89C
22524	Emissary of Death		A9E89C
22525	Emissary of Death		A9E89C
22526	Emissary of Death		A9E89C
22527	Emissary of Death		A9E89C
22528	Cursed Prefect		A9E89C
22529	Cursed Prefect		A9E89C
22530	Cursed Prefect		A9E89C
22531	Cursed Prefect		A9E89C
22532	Law Scholar of Conclusions		A9E89C
22533	Law Scholar of Conclusions		A9E89C
22534	Law Scholar of Conclusions		A9E89C
22535	Law Scholar of Conclusions		A9E89C
22536	Royal Guard Captain		A9E89C
22537	Dragon Steed Troop Grand Magician		A9E89C
22538	Dragon Steed Troop Commander		A9E89C
22539	Dragon Steed Troops No 1 Battalion Commander		A9E89C
22540	White Dragon Leader		A9E89C
22541	Dragon Steed Troop Infantry		A9E89C
22542	Dragon Steed Troop Magic Leader		A9E89C
22543	Dragon Steed Troop Magician		A9E89C
22544	Dragon Steed Troop Magic Soldier		A9E89C
22545	Wife of the Dragon of Darkness		A9E89C
22546	Warrior of Light		A9E89C
22547	Dragon Steed Troop Healer		A9E89C
22548	Dragon Steed Troop Javelin Thrower		A9E89C
22549	Dragon Steed Troop Javelin Thrower		A9E89C
22550	Savage Warrior		A9E89C
22551	Priest of Darkness		A9E89C
22552	Mutation Drake		A9E89C
22553	Large Crystal Core		A9E89C
22554	Small Crystal Core		A9E89C
22555	Small Crystal Core		A9E89C
22556	Small Crystal Core		A9E89C
22557	Defense Mechanism		A9E89C
22558	Defense Battery		A9E89C
22559	Defeated Troops Commander		A9E89C
22560	Defeated Troops No 1 Battalion Commander		A9E89C
22561	Defeated Troops White Dragon Leader		A9E89C
22562	Defeated Troops Infantry		A9E89C
22563	Defeated Troops Magic Leader		A9E89C
22564	Defeated Troops Magician		A9E89C
22565	Defeated Troops Magic Soldier		A9E89C
22566	Defeated Troops Healer		A9E89C
22567	Defeated Troops Javelin Thrower		A9E89C
22568	Defeated Troops Javelin Thrower		A9E89C
22569	Soldiers of Bravery	Tiat's Bodyguard	A9E89C
22570	Royal Guard Captain		A9E89C
22571	Dragon Steed Troop Grand Magician		A9E89C
22572	Dragon Steed Troop Commander		A9E89C
22573	Dragon Steed Troops No 1 Battalion Commander		A9E89C
22574	White Dragon Leader		A9E89C
22575	Dragon Steed Troop Infantry		A9E89C
22576	Dragon Steed Troop Magic Leader		A9E89C
22577	Dragon Steed Troop Magician		A9E89C
22578	Dragon Steed Troop Magic Soldier		A9E89C
22579	Warrior of Light		A9E89C
22580	Dragon Steed Troop Healer		A9E89C
22581	Dragon Steed Troop Javelin Thrower		A9E89C
22582	Dragon Steed Troop Javelin Thrower		A9E89C
22583	Dragon Steed Troop Magic Leader		A9E89C
22584	Dragon Steed Troop Magician		A9E89C
22585	Dragon Steed Troop Magic Soldier		A9E89C
22586	Dragon Steed Troop Commander		A9E89C
22587	Dragon Steed Troop Captain #1		A9E89C
22588	White Dragon Leader		A9E89C
22589	Dragon Steed Troop Infantry		A9E89C
22590			A9E89C
22591	Dragon Steed Troop Magic Leader		A9E89C
22592	Dragon Steed Troop Magician		A9E89C
22593	Dragon Steed Troop Magic Soldier		A9E89C
22594	Dragon Steed Troop Commander		A9E89C
22595	Dragon Steed Troops No 1 Battalion Commander		A9E89C
22596	White Dragon Leader		A9E89C
22597	Dragon Steed Troop Infantry		A9E89C
22598	Obelisk		A9E89C
22599	Great Powerful Device		A9E89C
22600	Throne of Destruction Powerful Device		A9E89C
22601	Heart Protection Device		A9E89C
22602	Mutant - Bird		A9E89C
22603	Mutant - Bird		A9E89C
22604	Dra Hawk		A9E89C
22605	Dra Hawk		A9E89C
22606	Floating Skull		A9E89C
22607	Floating Skull		A9E89C
22608	Floating Zombie		A9E89C
22609	Floating Zombie		A9E89C
22610	Mutated Drake Wing		A9E89C
22611	Mutated Drake Wing		A9E89C
22612	Drak		A9E89C
22613	Drak		A9E89C
22614	Vulture Rider		A9E89C
22615	Vulture Rider		A9E89C
22616	Seed of Pain		A9E89C
25001	Greyclaw Kutus	Raid Boss	FE8B3F
25002	Guard of Kutus	Raid Fighter	FE8B3F
25003	Pawn of Kutus	Raid Fighter	FE8B3F
25004	Turek Mercenary Captain	Raid Boss	FE8B3F
25005	Turek Mercenary Archer	Raid Fighter	FE8B3F
25006	Turek Mercenary Warrior	Raid Fighter	FE8B3F
25007	Retreat Spider Cletu	Raid Boss	FE8B3F
25008	Cletu's Retainer	Raid Fighter	FE8B3F
25009	Cletu's Pawn	Raid Fighter	FE8B3F
25010	Furious Thieles	Raid Boss	FE8B3F
25011	Guard of Thieles	Raid Fighter	FE8B3F
25012	Follower of Thieles	Raid Fighter	FE8B3F
25013	Ghost of Peasant Leader	Raid Boss	FE8B3F
25014	Ghost of Peasant	Raid Fighter	FE8B3F
25015	Ghost of Peasant	Raid Fighter	FE8B3F
25016	The 3rd Underwater Guardian	Raid Boss	FE8B3F
25017	Escort of the 3rd Guardian	Raid Fighter	FE8B3F
25018	Support of the 3rd Guardian	Raid Fighter	FE8B3F
25019	Pan Dryad	Raid Boss	FE8B3F
25020	Breka Warlock Pastu	Raid Boss	FE8B3F
25021	Pastu's Silhouette	Raid Fighter	FE8B3F
25022	Pastu's Shadow	Raid Fighter	FE8B3F
25023	Stakato Queen Zyrnna	Raid Boss	FE8B3F
25024	Jeruna's Guard Captain	Raid Fighter	FE8B3F
25025	Jeruna's Guard	Raid Fighter	FE8B3F
25026	Katu Van Leader Atui	Raid Boss	FE8B3F
25027	Katu Van Marksman	Raid Fighter	FE8B3F
25028	Katu Van Raider	Raid Fighter	FE8B3F
25029	Atraiban	Raid Boss	FE8B3F
25030	Atraiban's Top Disciple	Raid Fighter	FE8B3F
25031	Atraiban's Disciple	Raid Fighter	FE8B3F
25032	Eva's Guardian Millenu	Raid Boss	FE8B3F
25033	Millenu Guard Shaman	Raid Fighter	FE8B3F
25034	Mellenu Guard Warrior	Raid Fighter	FE8B3F
25035	Shilen's Messenger Cabrio	Raid Boss	FE8B3F
25036	Cabrio Captor	Raid Fighter	FE8B3F
25037	Cabrio Blader	Raid Fighter	FE8B3F
25038	Tirak	Raid Boss	FE8B3F
